name;alternate_url;id;from;to;employer_name;schedule;employment;experience;key_skills
Старший разработчик backend, PHP;https://hh.ru/vacancy/30960905;30960905;80000;130000;СевенТест, НТЦ;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Помощник юриста;https://hh.ru/vacancy/31432254;31432254;17000;34000;Юрвед;Полный день;Полная занятость;Нет опыта;[]
Автоэлектрик-диагност;https://hh.ru/vacancy/31412511;31412511;57000;115000;Преображенский П.А;Сменный график;Полная занятость;Более 6 лет;[]
Менеджер IT-проектов;https://hh.ru/vacancy/31448596;31448596;57000;57000;АЕС Системы;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Программист С++ / Системный программист;https://hh.ru/vacancy/29441784;29441784;80000;161000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[]
Автор работ по БПЛА;https://hh.ru/vacancy/31412020;31412020;34000;103000;Homework;Удаленная работа;Частичная занятость;Нет опыта;[]
Менеджер по управлению товарными запасами;https://hh.ru/vacancy/31444202;31444202;69000;69000;Акваарт;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист С#;https://hh.ru/vacancy/30929810;30929810;100000;100000;Смарт Телеком;Полный день;Полная занятость;Более 6 лет;[{'name': 'C#'}, {'name': '.NET Framework'}, {'name': 'SQL'}, {'name': 'WCF'}]
Водитель эвакуатора категории В/С;https://hh.ru/vacancy/31433456;31433456;45000;80000;Шапорева Валентина Игоревна;Сменный график;Полная занятость;Нет опыта;[]
Руководитель отдела аналитики;https://hh.ru/vacancy/31389819;31389819;184000;184000;Staff-UP Consulting Group;Полный день;Полная занятость;От 1 года до 3 лет;[]
Помощник в мини-отель;https://hh.ru/vacancy/31062240;31062240;40000;40000;Федоров Виктор Викторович;Гибкий график;Полная занятость;Нет опыта;[]
C# Разработчик, Unity (gamedev, PC);https://hh.ru/vacancy/30865766;30865766;80000;115000;Megagroup.ru;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Unity'}, {'name': 'C#'}, {'name': 'Game Programming'}, {'name': 'Git'}, {'name': 'C'}, {'name': 'Visual Studio C#'}]
Middle/Senior Front-end Developer;https://hh.ru/vacancy/29812799;29812799;161000;291000;Кадровое агентство Юнити;Гибкий график;Полная занятость;Нет опыта;[{'name': 'Flux'}, {'name': 'JS'}, {'name': 'Sass'}, {'name': 'npm'}, {'name': 'React'}, {'name': 'Jira'}, {'name': 'TypeScript'}, {'name': 'Gulp'}, {'name': 'Git'}, {'name': 'JavaScript'}, {'name': 'Agile'}, {'name': 'Bootstrap'}, {'name': 'Webpack'}]
Главный специалист отдела труда и заработной платы;https://hh.ru/vacancy/30691739;30691739;75000;75000;АО ЗАСЛОН;Полный день;Полная занятость;От 3 до 6 лет;[]
Слесарь-электромонтажник;https://hh.ru/vacancy/31410401;31410401;36000;36000;ManpowerGroup;Полный день;Полная занятость;От 1 года до 3 лет;[]
Электромеханик по средствам автоматики и приборам технологического оборудования;https://hh.ru/vacancy/26179109;26179109;45000;55000;Объединенные машиностроительные заводы;Полный день;Полная занятость;От 3 до 6 лет;[]
Администратор тестовых стендов;https://hh.ru/vacancy/31421832;31421832;78000;78000;Сбербанк;Полный день;Полная занятость;От 1 года до 3 лет;[]
Сиделка;https://hh.ru/vacancy/31433907;31433907;34000;46000;Заботливая Душа;Полный день;Полная занятость;От 1 года до 3 лет;[]
Администратор хостела;https://hh.ru/vacancy/31415462;31415462;23000;34000;MaestroHostel;Сменный график;Полная занятость;Нет опыта;[{'name': 'Ответственность'}, {'name': 'Пользователь ПК'}, {'name': 'Грамотная речь'}, {'name': 'Работа с оргтехникой'}]
Кладовщик;https://hh.ru/vacancy/31420724;31420724;34000;40000;Дульцева Елена;Полный день;Полная занятость;Нет опыта;[{'name': 'Инвентаризация'}, {'name': 'Складской Учет'}]
Ведущий аналитик по информационной безопасности;https://hh.ru/vacancy/31406996;31406996;86000;86000;Специальный Технологический Центр;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Бухгалтер;https://hh.ru/vacancy/31430291;31430291;65000;65000;Орими;Полный день;Полная занятость;От 3 до 6 лет;[]
Инженер-конструктор;https://hh.ru/vacancy/31421873;31421873;53000;53000;Авро-МКС;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Компас 3D'}, {'name': 'Компас-3D'}, {'name': 'САПР'}, {'name': 'ГОСТы'}, {'name': 'Компас'}, {'name': 'производство'}, {'name': 'Проектно-конструкторская деятельность'}, {'name': 'разработка чертежей'}]
Автомеханик (Volvo/Honda)/автослесарь;https://hh.ru/vacancy/30951762;30951762;69000;69000;АВТОПОЛЕ;Сменный график;Полная занятость;От 3 до 6 лет;[]
Ведущий специалист отдела организации технологического присоединения;https://hh.ru/vacancy/31091854;31091854;75000;75000;МРСК Северо-Запада;Полный день;Полная занятость;От 1 года до 3 лет;[]
Офис-менеджер;https://hh.ru/vacancy/31428011;31428011;34000;34000;Магнитик;Полный день;Полная занятость;Нет опыта;[]
Работник склада;https://hh.ru/vacancy/28935255;28935255;25000;25000;Кадрофф;Полный день;Полная занятость;Нет опыта;[]
Водитель-экспедитор Категории С;https://hh.ru/vacancy/31425463;31425463;60000;69000;Трафик;Сменный график;Полная занятость;От 1 года до 3 лет;[{'name': 'Аккуратность'}, {'name': 'Материальная ответственность'}, {'name': 'Технические знания'}, {'name': 'Опыт вождения'}, {'name': 'Внимательность'}, {'name': 'Трудолюбие'}]
Инженер-программист 1 категории сектора информационно-технологических систем отдела АСУ ТП;https://hh.ru/vacancy/31416031;31416031;0;87000;Транснефть - Балтика;Полный день;Полная занятость;От 3 до 6 лет;[]
Помощник бухгалтера;https://hh.ru/vacancy/31422857;31422857;17000;29000;JCat.ru;Полный день;Полная занятость;Нет опыта;[]
Инженер/начальник производства холодильного оборудования;https://hh.ru/vacancy/31414345;31414345;30000;60000;Agentrussia;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ведущий специалист департамента внутреннего аудита;https://hh.ru/vacancy/30513342;30513342;75000;75000;МРСК Северо-Запада;Полный день;Полная занятость;Более 6 лет;[{'name': 'навыки проведения оценки эффективности системы внутреннего контроля'}, {'name': 'навыки проведения оценки эффективности системы управления внутренними рисками'}, {'name': 'навыки проведения системы оценки корпоративного управления'}, {'name': 'оценка эффективности бизнес-процессов'}]
Контент-менеджер / журналист;https://hh.ru/vacancy/31425600;31425600;52000;52000;Федеральное Агентство Новостей;Полный день;Полная занятость;От 1 года до 3 лет;[]
Медицинская сестра в косметологию( Ассистент косметолога );https://hh.ru/vacancy/30948967;30948967;86000;172000;Николь;Гибкий график;Полная занятость;Нет опыта;[]
Программист ASP.NET (Full Stack);https://hh.ru/vacancy/31420018;31420018;120000;140000;TopAssistant;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'C#'}, {'name': '.NET Framework'}, {'name': 'JavaScript'}, {'name': 'MS SQL'}, {'name': 'CSS'}, {'name': 'WCF'}]
Электромеханик по средствам автоматики и приборам технологического оборудования;https://hh.ru/vacancy/31405101;31405101;64000;64000;P&G Gillette;Сменный график;Полная занятость;Нет опыта;[{'name': 'AutoCAD'}, {'name': 'ePLAN'}, {'name': 'Rockwell Automation'}, {'name': '3 группа по электробезопасности'}, {'name': 'MS Office'}]
Экономист планово-экономического отдела;https://hh.ru/vacancy/31430593;31430593;40000;40000;АО ВНИИТВЧ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Бюджетирование'}, {'name': 'Расчет и анализ себестоимости продукции и услуг'}, {'name': 'Ведение переговоров'}, {'name': 'Финансовый анализ'}, {'name': 'Планирование'}, {'name': 'Заключение договоров'}, {'name': 'Телефонные переговоры'}]
Оператор станков с ЧПУ;https://hh.ru/vacancy/29440288;29440288;50000;50000;Обуховский завод, ГОЗ;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Водитель автобуса категории D;https://hh.ru/vacancy/30179833;30179833;69000;92000;ПИТЕРАВТО;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Водитель автобуса категории D;https://hh.ru/vacancy/30179861;30179861;69000;92000;ПИТЕРАВТО;Сменный график;Полная занятость;От 1 года до 3 лет;[]
DevOps - системный инженер;https://hh.ru/vacancy/31403336;31403336;63000;115000;АКУТА;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Git'}, {'name': 'Linux'}, {'name': 'Bash'}, {'name': 'devops'}]
Программист 1С;https://hh.ru/vacancy/31431612;31431612;115000;115000;АйТи Прогресс;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С программирование'}, {'name': '1С: Управление Производственным Предприятием'}, {'name': '1С: Комплексная автоматизация'}, {'name': '1С: Предприятие 8'}, {'name': '1С: Бухгалтерия'}, {'name': '1C: Бухгалтерия'}, {'name': 'Обновление конфигурации 1С'}, {'name': '1С: Управление Торговлей'}, {'name': '1С: Торговля'}, {'name': 'Управленческий учет'}]
Разработчик JavaScript (Node.js/back-end);https://hh.ru/vacancy/31409323;31409323;103000;207000;OneTwoTrip;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'JavaScript'}, {'name': 'Node.js'}]
Инженер-конструктор 1 категории;https://hh.ru/vacancy/31418124;31418124;0;56000;Группа ЛСР;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий специалист отдела проектов и сметного нормирования департамента капитального строительства;https://hh.ru/vacancy/31404880;31404880;62000;62000;МРСК Северо-Запада;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'сметное дело'}, {'name': 'Гранд-смета'}, {'name': 'MS PowerPoint'}, {'name': 'Сметы'}, {'name': 'Деловая переписка'}, {'name': 'Пользователь ПК'}]
Оператор 1с;https://hh.ru/vacancy/31090682;31090682;34000;40000;Грин Корн;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1C: Бухгалтерия'}, {'name': 'Первичная бухгалтерская документация'}, {'name': '1С: Предприятие 8'}, {'name': 'Документооборот'}, {'name': 'Пользователь ПК'}, {'name': 'Грамотная речь'}, {'name': 'Деловое общение'}, {'name': 'Телефонные переговоры'}]
QA Junior;https://hh.ru/vacancy/31292753;31292753;34000;46000;FutureComes;Полный день;Полная занятость;Нет опыта;[{'name': 'QA'}, {'name': 'Тестирование'}, {'name': 'CSS'}, {'name': 'Java'}, {'name': 'C#'}, {'name': 'HTML'}, {'name': 'XML'}]
Руководитель группы казначейства;https://hh.ru/vacancy/30769158;30769158;80000;80000;АКМЭ сервис;Полный день;Полная занятость;От 3 до 6 лет;[]
Офис-менеджер;https://hh.ru/vacancy/31418136;31418136;35000;45000;Межрегионгаз Технологии;Полный день;Полная занятость;Нет опыта;[]
Инженер-конструктор;https://hh.ru/vacancy/31414923;31414923;36000;51000;Группа ЛСР;Полный день;Полная занятость;От 3 до 6 лет;[]
Водитель-экспедитор категории В, С;https://hh.ru/vacancy/31414358;31414358;57000;92000;Бизнес-Ассистанс;Полный день;Полная занятость;От 1 года до 3 лет;[]
Бухгалтер;https://hh.ru/vacancy/31413801;31413801;57000;57000;СВМ;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1C: Бухгалтерия'}, {'name': 'Бухгалтерский учет'}]
Ведущий специалист отдела экономики и контроллинга департамента экономики;https://hh.ru/vacancy/31073621;31073621;62000;62000;МРСК Северо-Запада;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'ПБУ'}, {'name': 'MS Office'}, {'name': '1C: Бухгалтерия'}]
Старший инженер разработки средств связи, гидрографии и навигации (сектор программного обеспечения);https://hh.ru/vacancy/31399544;31399544;60000;65000;Арт-Рекрутинг;Полный день;Полная занятость;От 1 года до 3 лет;[]
Главный бухгалтер промышленного предприятия;https://hh.ru/vacancy/31399542;31399542;57000;57000;Арт-Рекрутинг;Полный день;Полная занятость;От 3 до 6 лет;[]
Event-менеджер;https://hh.ru/vacancy/31287769;31287769;50000;50000;ДОСТАЕВСКИЙ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Менеджер по персоналу/HR-generalist (Санкт-Петербург, улица Восстания);https://hh.ru/vacancy/31270090;31270090;70000;70000;Первая Линия. Health Care Resort;Полный день;Полная занятость;От 3 до 6 лет;[]
Младший разработчик под Android (Java/Kotlin);https://hh.ru/vacancy/31348834;31348834;46000;92000;Екассир;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Android'}, {'name': 'Java'}, {'name': 'Kotlin'}, {'name': 'ООП'}, {'name': 'Git'}, {'name': 'Android SDK'}, {'name': 'Rx'}, {'name': 'Unit Testing'}, {'name': 'Atlassian Jira'}, {'name': 'TFS'}]
Специалист отдела ценообразования;https://hh.ru/vacancy/31387236;31387236;55000;55000;Транспортно-логистическая группа «Трансойл»;Полный день;Полная занятость;От 1 года до 3 лет;[]
QA Engineer;https://hh.ru/vacancy/31343900;31343900;45000;96000;Welltory;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'QA'}, {'name': 'Test case'}, {'name': 'Регрессионное тестирование'}, {'name': 'Тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Quality Control'}]
Software Developer (PhpStorm);https://hh.ru/vacancy/27193466;27193466;160000;160000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Начальник отдела разработки программного обеспечения;https://hh.ru/vacancy/29699374;29699374;100000;150000;Морские Навигационные Системы;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Linux'}, {'name': 'Python'}, {'name': 'Git'}, {'name': 'Администрирование серверов Linux'}, {'name': 'Qt'}, {'name': 'C/C++'}, {'name': 'GUI на Qt4'}, {'name': 'Debian GNU/Linux'}]
Программист;https://hh.ru/vacancy/29699433;29699433;70000;70000;Морские Навигационные Системы;Гибкий график;Полная занятость;Более 6 лет;[{'name': 'Linux'}, {'name': 'Git'}, {'name': 'Python'}, {'name': 'C/C++'}, {'name': 'Qt'}, {'name': 'Debian'}, {'name': 'Gnu/Linux'}, {'name': 'Gui на Qt4'}]
Инженер-программист;https://hh.ru/vacancy/29699460;29699460;70000;90000;Морские Навигационные Системы;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Linux'}, {'name': 'Git'}, {'name': 'Python'}, {'name': 'C/C++'}, {'name': 'Qt'}, {'name': 'Debian'}, {'name': 'Gnu/Linux'}, {'name': 'Gui на Qt4'}]
Ведущий инженер-программист АСУ ТП;https://hh.ru/vacancy/30946244;30946244;0;115000;Intratool;Полный день;Полная занятость;От 3 до 6 лет;[]
Разработчик под Android (Java/Kotlin);https://hh.ru/vacancy/31348945;31348945;80000;138000;Екассир;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Android'}, {'name': 'Java'}, {'name': 'Kotlin'}, {'name': 'ООП'}, {'name': 'Git'}, {'name': 'Android SDK'}, {'name': 'Rx'}, {'name': 'Unit Testing'}, {'name': 'Atlassian Jira'}, {'name': 'TFS'}]
Senior Software Developer in .NET profilers team (dotTrace/dotMemory);https://hh.ru/vacancy/27324852;27324852;230000;230000;JetBrains;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Бухгалтер по учёту заработной платы;https://hh.ru/vacancy/31015585;31015585;0;57000;Ленэнерго;Полный день;Полная занятость;От 3 до 6 лет;[]
Software Engineer (JVM Runtime);https://hh.ru/vacancy/31364469;31364469;230000;230000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий С++ разработчик (Лимасол, Кипр);https://hh.ru/vacancy/31389155;31389155;331000;414000;MetaQuotes Software Corp.;Полный день;Полная занятость;От 3 до 6 лет;[]
Senior C++ Developer;https://hh.ru/vacancy/27374188;27374188;230000;230000;JetBrains;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Инженер-химик;https://hh.ru/vacancy/30884503;30884503;37000;37000;ЛКХП Кирова;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Старший разработчик frontend, Qt;https://hh.ru/vacancy/30960858;30960858;80000;120000;СевенТест, НТЦ;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Менеджер проектов (эксклюзивная мебель);https://hh.ru/vacancy/31375518;31375518;50000;90000;ТИМ;Полный день;Полная занятость;От 3 до 6 лет;[]
Инженер-программист C++ (QT);https://hh.ru/vacancy/29634697;29634697;92000;92000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'C++'}, {'name': 'HTML'}, {'name': 'Linux'}, {'name': 'Windows 7'}, {'name': 'Qt'}, {'name': 'Git'}]
Бухгалтер на первичную документацию;https://hh.ru/vacancy/31311576;31311576;34000;46000;Умное пространство;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Бухгалтерская отчетность'}, {'name': 'Первичная документация'}, {'name': '1C: Бухгалтерия'}, {'name': 'Пользователь ПК'}]
Senior Software Developer (WebStorm);https://hh.ru/vacancy/27860066;27860066;200000;200000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Software Development Tech Lead;https://hh.ru/vacancy/31241823;31241823;161000;225000;Software Consulting Solutions;Удаленная работа;Полная занятость;От 3 до 6 лет;[{'name': 'Azure'}, {'name': 'Big Data'}, {'name': 'iOS'}, {'name': 'Ruby'}, {'name': 'AWS'}, {'name': 'React'}, {'name': 'Machine Learning'}, {'name': 'Python'}, {'name': 'Android'}, {'name': 'Kubernetes'}]
Водитель погрузчика;https://hh.ru/vacancy/31487050;31487050;80000;80000;Прок-тор;Полный день;Полная занятость;От 1 года до 3 лет;[]
Java Developer;https://hh.ru/vacancy/31005863;31005863;150000;250000;Insolar;Полный день;Полная занятость;От 3 до 6 лет;[]
Юрист по сопровождению проектов;https://hh.ru/vacancy/31363590;31363590;0;115000;АКВИЛОН;Полный день;Полная занятость;Более 6 лет;[]
Frontend-разработчик;https://hh.ru/vacancy/31345495;31345495;72000;121000;Тензор;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Кассир (ОБИ Лахта);https://hh.ru/vacancy/30126141;30126141;34000;40000;OBI;Гибкий график;Полная занятость;Нет опыта;[]
Кладовщик;https://hh.ru/vacancy/31340454;31340454;40000;40000;Карекс-Центр, Группа компаний;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер по обслуживанию систем;https://hh.ru/vacancy/31335346;31335346;69000;80000;ЛДЦ МИБС;Полный день;Полная занятость;От 3 до 6 лет;[]
Кладовщик-оператор;https://hh.ru/vacancy/31447879;31447879;52000;52000;Санкт-Петербургская Электротехническая Компания;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Ответственность'}, {'name': '1С: Документооборот'}, {'name': 'MS Outlook'}, {'name': '1С: Склад'}]
UX/UI Lead Designer;https://hh.ru/vacancy/31388823;31388823;0;200000;Arloid Group LLC;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'InVision, UXPin, Balsamiq, Framer.js, Quartz Composer'}]
Senior Test Engineer (IntelliJ IDEA);https://hh.ru/vacancy/27086886;27086886;172000;172000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Инженер (1 категории);https://hh.ru/vacancy/30951742;30951742;40000;40000;Группа промышленных компаний “Корпорация ТИРА”;Полный день;Полная занятость;От 1 года до 3 лет;[]
QA engineer (RubyMine);https://hh.ru/vacancy/27194731;27194731;149000;149000;JetBrains;Полный день;Полная занятость;От 1 года до 3 лет;[]
Техник электрик сменный;https://hh.ru/vacancy/31380722;31380722;37000;41000;ФМ Сервис;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Senior PHP developer;https://hh.ru/vacancy/30586336;30586336;126000;126000;Правовед.RU;Полный день;Полная занятость;Более 6 лет;[{'name': 'PHP'}, {'name': 'MySQL'}, {'name': 'Docker'}, {'name': 'RabbitMQ'}, {'name': 'Redis'}]
Старший разработчик JavaScript;https://hh.ru/vacancy/31062892;31062892;130000;130000;Отраслевой центр разработок и внедрения информационных систем / ОЦРВ;Полный день;Полная занятость;От 3 до 6 лет;[]
Специалист по охране труда;https://hh.ru/vacancy/31383538;31383538;57000;69000;Фармакор Продакшн;Полный день;Полная занятость;От 1 года до 3 лет;[]
Продавец-консультант в продуктовый супермаркет;https://hh.ru/vacancy/31223326;31223326;26000;29000;Кадрофф;Сменный график;Полная занятость;Нет опыта;[]
Оператор автоматизированного режуще-фрезерного комплекса (ЧПУ);https://hh.ru/vacancy/31387228;31387228;40000;40000;Невский плакат;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Ночной продавец-консультант в продуктовый супермаркет;https://hh.ru/vacancy/30569573;30569573;26000;29000;Кадрофф;Сменный график;Полная занятость;Нет опыта;[]
Продавец-кассир в магазин косметики;https://hh.ru/vacancy/30271678;30271678;0;24000;Кадрофф;Сменный график;Полная занятость;Нет опыта;[]
Программист-разработчик;https://hh.ru/vacancy/31385210;31385210;100000;100000;Евросиб;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ревизор;https://hh.ru/vacancy/31384613;31384613;50000;50000;Сотранс, группа компаний;Полный день;Полная занятость;От 1 года до 3 лет;[]
Старший специалист отдела обучения и эксплуатационной документации;https://hh.ru/vacancy/31386332;31386332;60000;90000;Bercut;Полный день;Полная занятость;От 3 до 6 лет;[]
Работник склада в продуктовый супермаркет;https://hh.ru/vacancy/31223635;31223635;26000;26000;Кадрофф;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Ночной работник склада в продуктовый супермаркет;https://hh.ru/vacancy/31223496;31223496;26000;26000;Кадрофф;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Кассир в продуктовый супермаркет;https://hh.ru/vacancy/31223128;31223128;29000;29000;Кадрофф;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Ночной кассир в продуктовый супермаркет;https://hh.ru/vacancy/31223070;31223070;29000;29000;Кадрофф;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Программист;https://hh.ru/vacancy/31359791;31359791;80000;80000;НИНТЕГРА;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Delphi'}, {'name': 'MySQL'}, {'name': 'SQL'}, {'name': 'PostgreSQL'}, {'name': 'XML'}, {'name': 'ООП'}, {'name': 'SVN'}, {'name': 'FastReport'}, {'name': 'Developer Express'}]
Главный Бухгалтер в Транспортную Компанию;https://hh.ru/vacancy/31387399;31387399;46000;69000;МАРШАЛ;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Бухгалтерская отчетность'}, {'name': '1C: Бухгалтерия'}]
Руководитель отдела рекрутинга/ Заместитель директора по персоналу;https://hh.ru/vacancy/30999751;30999751;46000;57000;Services-group, сеть сервисных центров;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Подбор персонала'}, {'name': 'Кадровое планирование'}, {'name': 'Корпоративная культура'}, {'name': 'Мотивация персонала'}, {'name': 'Кадровое делопроизводство'}, {'name': 'Рекрутмент'}, {'name': 'Навыки презентации'}]
Delphi разработчик;https://hh.ru/vacancy/31329522;31329522;92000;138000;Searchinform;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий инженер-программист ПЛИС;https://hh.ru/vacancy/30691776;30691776;98000;115000;АО ЗАСЛОН;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'ПЛИС'}, {'name': 'Altium Designer'}, {'name': 'Verilog HDL'}, {'name': 'C++'}, {'name': 'Cyclone III'}, {'name': 'ЕСКД'}, {'name': 'ЕСПД'}]
Директор по персоналу;https://hh.ru/vacancy/31386779;31386779;80000;100000;АКМЭ сервис;Полный день;Полная занятость;От 3 до 6 лет;[]
Помощник бухгалтера;https://hh.ru/vacancy/31369879;31369879;46000;46000;Ленремонт;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Ведение первичной документации'}, {'name': 'Работа в 1 C'}, {'name': 'сверка расчетов'}, {'name': 'Ведение поставщиков'}]
HR-директор/ HR business partner;https://hh.ru/vacancy/31373333;31373333;172000;230000;Слетать.ру;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Управление персоналом'}, {'name': 'Внутренние коммуникации'}, {'name': 'Грейдинг'}, {'name': 'Кадровая политика'}, {'name': 'Кадровое планирование'}, {'name': 'Кадровый аудит'}, {'name': 'Корпоративная культура'}, {'name': 'Обучение и развитие'}, {'name': 'Оценка персонала'}, {'name': 'Управление командой'}, {'name': 'Управление HR брендом'}, {'name': 'Управление системой кадрового резерва'}, {'name': 'Формирование планов по подбору персонала'}, {'name': 'Адаптация персонала'}, {'name': 'Бюджетирование ФОТ'}, {'name': 'Ведение переговоров'}, {'name': 'Управление проектами'}, {'name': 'Мотивация персонала'}, {'name': 'Организаторские навыки'}, {'name': 'Организация мероприятий'}, {'name': 'Работа в команде'}]
Инженер по комплектации оборудования;https://hh.ru/vacancy/31375549;31375549;52000;63000;СММ;Полный день;Полная занятость;От 3 до 6 лет;[]
Помощник юриста (курьер);https://hh.ru/vacancy/31475839;31475839;20000;22000;Бизнес Диалог, Юридическо-бухгалтерская компания.;Полный день;Полная занятость;Нет опыта;[]
Автомеханик - автослесарь;https://hh.ru/vacancy/30629221;30629221;0;80000;УК Грандо;Полный день;Полная занятость;От 3 до 6 лет;[]
Слесарь-сантехник;https://hh.ru/vacancy/31034829;31034829;46000;57000;Торговый Дом Пьемаджио;Полный день;Полная занятость;От 3 до 6 лет;[]
Электрик;https://hh.ru/vacancy/31413917;31413917;46000;57000;Торговый Дом Пьемаджио;Полный день;Полная занятость;От 3 до 6 лет;[]
Юрист;https://hh.ru/vacancy/29154339;29154339;52000;80000;Правовед.RU;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Консультирование клиентов'}, {'name': 'Клиентоориентированность'}, {'name': 'Ведение переговоров'}, {'name': 'Документальное сопровождение'}]
Разработчик Oracle PL/SQL;https://hh.ru/vacancy/30869860;30869860;150000;150000;Diamond Personnel R&C;Полный день;Полная занятость;От 3 до 6 лет;[]
Разработчик JavaScript;https://hh.ru/vacancy/31062953;31062953;80000;130000;Отраслевой центр разработок и внедрения информационных систем / ОЦРВ;Полный день;Полная занятость;Нет опыта;[]
HR менеджер;https://hh.ru/vacancy/29414326;29414326;69000;103000;АКМЭ сервис;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Рекрутмент'}, {'name': 'Подбор персонала'}, {'name': 'Оценка кандидатов'}, {'name': 'интервью по компетенциям'}, {'name': 'Executive Search'}, {'name': 'Адаптация'}, {'name': 'Оценка персонала'}]
Плотник-разнорабочий;https://hh.ru/vacancy/31017288;31017288;0;69000;Нева;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ведущий разработчик-программист С++;https://hh.ru/vacancy/31280066;31280066;86000;155000;АКУТА;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Linux'}, {'name': 'C++'}]
Разработчик frontend, Qt;https://hh.ru/vacancy/30960890;30960890;50000;80000;СевенТест, НТЦ;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Ведущий программист C#/.NET;https://hh.ru/vacancy/31371825;31371825;195000;253000;Personalis;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': '.NET Framework'}, {'name': 'C#'}, {'name': 'JavaScript'}, {'name': 'ASP.NET'}, {'name': 'MS SQL'}, {'name': 'MS SQL Server'}, {'name': 'WPF'}, {'name': 'Entity Framework'}, {'name': 'Ajax'}, {'name': 'ООП'}]
